案件編號,合約日期,月份,帳齡
F2406010399,2024/07,2025/06,Normal
F2408006894,2024/08,2025/06,Normal
F2408013543,2024/09,2025/06,Normal
F2411009941,2024/11,2025/06,Normal
F2412013610,2025/01,2025/06,Normal
F2501004239,2025/01,2025/06,Normal
F2503007034,2025/03,2025/06,Normal
F2503017293,2025/04,2025/06,Normal
F2504009675,2025/05,2025/06,Normal
F2504009834,2025/04,2025/06,Normal
F2505000948,2025/06,2025/06,Normal
F2505014291,2025/06,2025/06,Normal
F2506000842,2025/06,2025/06,Normal
F2506001280,2025/06,2025/06,Normal
F2506001396,2025/06,2025/06,Normal
L2401000231,2024/01,2025/06,Normal
L2401000790,2024/01,2025/06,Normal
L2401001143,2024/02,2025/06,Normal
L2401001217,2024/01,2025/06,Normal
L2401002366,2024/01,2025/06,Normal
L2401002694,2024/01,2025/06,M2
L2401003092,2024/01,2025/06,Normal
L240100357AA,2024/01,2025/06,Normal
L2401003765,2024/03,2025/06,Normal
L2401004453,2024/02,2025/06,Normal
L2401005867,2024/02,2025/06,Normal
L2401006285,2024/02,2025/06,Normal
L2401006811,2024/03,2025/06,Normal
L2401006992,2024/02,2025/06,Normal
L240101095AA,2024/01,2025/06,Normal
L240101306AA,2024/01,2025/06,Normal
L240102200AA,2024/01,2025/06,M0
L240102234AA,2024/01,2025/06,Normal
L240102379AA,2024/01,2025/06,Normal
L240102435AA,2024/01,2025/06,Normal
L240102775AA,2024/01,2025/06,M1
L240102958AA,2024/01,2025/06,Normal
L240103020AA,2024/01,2025/06,Normal
L2402000117,2024/02,2025/06,Normal
L2402000133,2024/02,2025/06,Normal
L2402001050,2024/02,2025/06,M1
L2402001127,2024/02,2025/06,Normal
L2402001307,2024/02,2025/06,Normal
L2402001545,2024/02,2025/06,Normal
L2402001869,2024/02,2025/06,M2
L2402001882,2024/02,2025/06,M2
L2402002282,2024/02,2025/06,Normal
L2402002543,2024/02,2025/06,Normal
L2402003043,2024/02,2025/06,M1
L2402003610,2024/02,2025/06,M1
L2402003660,2024/03,2025/06,Normal
L2402004605,2024/03,2025/06,Normal
L2402005164,2024/02,2025/06,Normal
L2402005183,2024/02,2025/06,M1
L2402005423,2024/02,2025/06,Normal
L2402005880,2024/04,2025/06,Normal
L2402006085,2024/02,2025/06,Normal
L2402006298,2024/03,2025/06,Normal
L2402006792,2024/04,2025/06,Normal
L2402006896,2024/03,2025/06,Normal
L2402007083,2024/02,2025/06,Normal
L2402007153,2024/03,2025/06,Normal
L2402007168,2024/03,2025/06,Normal
L2402007179,2024/02,2025/06,Normal
L2402008566,2024/03,2025/06,Normal
L2402008812,2024/03,2025/06,Normal
L2402008891,2024/04,2025/06,Normal
L2402008935,2024/03,2025/06,Normal
L2402009335,2024/03,2025/06,M2
L2402010099,2024/03,2025/06,Normal
L2403001227,2024/03,2025/06,Normal
L2403001643,2024/03,2025/06,Normal
L2403002060,2024/03,2025/06,Normal
L2403002276,2024/03,2025/06,Normal
L2403003204,2024/03,2025/06,M1
L2403003432,2024/08,2025/06,Normal
L2403003537,2024/03,2025/06,Normal
L2403003670,2024/03,2025/06,Normal
L2403004442,2024/05,2025/06,Normal
L2403004523,2024/03,2025/06,M0
L2403004525,2024/03,2025/06,Normal
L2403004806,2024/04,2025/06,M0
L2403005278,2024/03,2025/06,Normal
L2403005300,2024/03,2025/06,Normal
L2403006007,2024/03,2025/06,Normal
L2403006069,2024/04,2025/06,Normal
L2403006447,2024/04,2025/06,Normal
L2403006901,2024/04,2025/06,Normal
L2403006948,2024/03,2025/06,Normal
L2403007195,2024/04,2025/06,Normal
L2403007269,2024/05,2025/06,Normal
L2403007286,2024/05,2025/06,Normal
L2403007475,2024/04,2025/06,M0
L2403008749,2024/04,2025/06,M2
L2403009089,2024/04,2025/06,Normal
L2403009207,2024/04,2025/06,Normal
L2403009514,2024/04,2025/06,M0
L2403009740,2024/04,2025/06,Normal
L2403010236,2024/04,2025/06,Normal
L2403010497,2024/04,2025/06,Normal
L2403010508,2024/04,2025/06,Normal
L2404000047,2024/04,2025/06,Normal
L2404000474,2024/04,2025/06,Normal
L2404000609,2024/04,2025/06,Normal
L2404000940,2024/04,2025/06,Normal
L2404001417,2024/04,2025/06,M5
L2404001467,2024/04,2025/06,Normal
L2404002172,2024/05,2025/06,Normal
L2404003543,2024/04,2025/06,M1
L2404004035,2024/04,2025/06,Normal
L2404004407,2024/04,2025/06,M2
L2404004519,2024/04,2025/06,Normal
L2404005020,2024/04,2025/06,Normal
L2404005293,2024/04,2025/06,Normal
L2404005422,2024/05,2025/06,Normal
L2404005792,2024/04,2025/06,Normal
L2404006295,2024/05,2025/06,Normal
L2404006799,2024/04,2025/06,M3
L2404006985,2024/04,2025/06,Normal
L2404007081,2024/04,2025/06,Normal
L2404007259,2024/06,2025/06,M4
L2404007462,2024/05,2025/06,Normal
L2404007463,2024/04,2025/06,Normal
L2404007781,2024/05,2025/06,Normal
L2404008095,2024/05,2025/06,M2
L2404008154,2024/05,2025/06,Normal
L2404008252,2024/05,2025/06,Normal
L2404008693,2024/05,2025/06,Normal
L2404008788,2024/05,2025/06,M1
L2404009757,2024/07,2025/06,Normal
L2404009815,2024/07,2025/06,Normal
L2405002102,2024/06,2025/06,Normal
L2405002501,2024/05,2025/06,Normal
L2405002569,2024/05,2025/06,Normal
L2405003467,2024/05,2025/06,Normal
L2405003624,2024/05,2025/06,M1
L2405004399,2024/06,2025/06,Normal
L2405004757,2024/05,2025/06,Normal
L2405005009,2024/06,2025/06,Normal
L2405005014,2024/06,2025/06,Normal
L2405005381,2024/06,2025/06,M0
L2405006654,2024/06,2025/06,Normal
L2405006812,2024/06,2025/06,Normal
L2405007006,2024/06,2025/06,Normal
L2405007150,2024/06,2025/06,Normal
L2405007426,2024/05,2025/06,Normal
L2405007632,2024/05,2025/06,Normal
L2405007862,2024/05,2025/06,Normal
L2405008351,2024/07,2025/06,Normal
L2405008377,2024/05,2025/06,Normal
L2405009271,2024/07,2025/06,Normal
L2405009559,2024/06,2025/06,Normal
L2405009710,2024/06,2025/06,Normal
L2405009828,2024/06,2025/06,Normal
L2405010144,2024/06,2025/06,Normal
L2405010240,2024/06,2025/06,Normal
L2405010557,2024/06,2025/06,Normal
L2405010570,2024/07,2025/06,Normal
L2405010610,2024/06,2025/06,Normal
L2405011092,2024/06,2025/06,Normal
L2406000482,2024/06,2025/06,Normal
L2406000715,2024/06,2025/06,Normal
L2406001260,2024/06,2025/06,Normal
L2406001270,2024/06,2025/06,Normal
L2406001275,2024/06,2025/06,Normal
L2406001509,2024/06,2025/06,Normal
L2406001510,2024/07,2025/06,Normal
L2406001551,2024/07,2025/06,Normal
L2406001609,2024/06,2025/06,Normal
L2406002759,2024/07,2025/06,Normal
L2406003218,2024/07,2025/06,Normal
L2406003225,2024/07,2025/06,Normal
L2406003744,2024/06,2025/06,Normal
L2406004239,2024/07,2025/06,Normal
L2406004454,2024/06,2025/06,M1
L2406004697,2024/06,2025/06,Normal
L2406004907,2024/06,2025/06,M1
L2406004916,2024/06,2025/06,Normal
L2406006308,2024/06,2025/06,Normal
L2406006630,2024/06,2025/06,Normal
L2406007299,2024/07,2025/06,Normal
L2406007558,2024/07,2025/06,Normal
L2406007675,2024/06,2025/06,Normal
L2406009496,2024/06,2025/06,M0
L2406010103,2024/06,2025/06,Normal
L2406010211,2024/07,2025/06,Normal
L2406010843,2024/07,2025/06,Normal
L2407000251,2024/07,2025/06,Normal
L2407000278,2024/07,2025/06,Normal
L2407000415,2024/07,2025/06,Normal
L2407000444,2024/07,2025/06,M1
L2407000961,2024/08,2025/06,Normal
L2407001508,2024/08,2025/06,Normal
L2407001617,2024/07,2025/06,Normal
L2407001712,2024/07,2025/06,Normal
L2407001886,2024/07,2025/06,Normal
L2407004679,2024/08,2025/06,Normal
L2407004787,2024/07,2025/06,Normal
L2407005259,2024/07,2025/06,Normal
L2407005757,2024/07,2025/06,M0
L2407005759,2024/07,2025/06,M0
L2407005783,2024/07,2025/06,Normal
L2407005792,2024/09,2025/06,Normal
L2407006425,2024/08,2025/06,Normal
L2407006559,2024/08,2025/06,Normal
L2407006769,2024/07,2025/06,Normal
L2407006817,2024/08,2025/06,M0
L2407006824,2024/07,2025/06,M0
L2407007079,2024/07,2025/06,Normal
L2407007170,2024/07,2025/06,M1
L2407007233,2024/07,2025/06,Normal
L2407007648,2024/07,2025/06,Normal
L2407007719,2024/07,2025/06,Normal
L2407008497,2024/07,2025/06,Normal
L2407008768,2024/07,2025/06,M0
L2407008946,2024/07,2025/06,Normal
L2407009076,2024/07,2025/06,M0
L2407009158,2024/07,2025/06,Normal
L2407009437,2024/08,2025/06,Normal
L2407009821,2024/08,2025/06,Normal
L2407009969,2024/08,2025/06,Normal
L2407010454,2024/07,2025/06,Normal
L2407010499,2024/07,2025/06,M2
L2407010914,2024/08,2025/06,Normal
L2407010919,2024/08,2025/06,Normal
L2407012117,2024/08,2025/06,Normal
L2407012372,2024/08,2025/06,Normal
L2407012517,2024/08,2025/06,M4
L2407013022,2024/08,2025/06,M0
L2408000461,2024/08,2025/06,Normal
L2408000516,2024/08,2025/06,M1
L2408002455,2024/08,2025/06,Normal
L2408002773,2024/08,2025/06,Normal
L2408003057,2024/08,2025/06,Normal
L2408003277,2024/08,2025/06,Normal
L2408004884,2024/08,2025/06,Normal
L2408004885,2024/08,2025/06,Normal
L2408005673,2024/08,2025/06,Normal
L2408005743,2024/08,2025/06,M1
L2408005882,2024/08,2025/06,Normal
L2408007143,2024/09,2025/06,Normal
L2408007363,2024/09,2025/06,Normal
L2408007365,2024/09,2025/06,Normal
L2408008508,2024/10,2025/06,Normal
L2408008567,2024/08,2025/06,Normal
L2408009379,2024/08,2025/06,M0
L2408009912,2024/09,2025/06,Normal
L2408010042,2024/09,2025/06,Normal
L2408010043,2024/09,2025/06,Normal
L2408010167,2024/08,2025/06,Normal
L2408011401,2024/09,2025/06,Normal
L2408011549,2024/08,2025/06,Normal
L2408012162,2024/09,2025/06,Normal
L2408012324,2024/09,2025/06,Normal
L2408012597,2024/09,2025/06,Normal
L2408012618,2024/09,2025/06,Normal
L2408012955,2024/09,2025/06,Normal
L2408013531,2024/09,2025/06,Normal
L2408013580,2024/09,2025/06,Normal
L2408013625,2024/09,2025/06,Normal
L2408013659,2024/09,2025/06,Normal
L2408013698,2024/09,2025/06,M1
L2408013770,2024/09,2025/06,Normal
L2409000013,2024/09,2025/06,Normal
L2409000484,2024/09,2025/06,Normal
L2409000858,2024/09,2025/06,Normal
L2409000929,2024/10,2025/06,M1
L2409001359,2024/09,2025/06,Normal
L2409002156,2024/09,2025/06,Normal
L2409002246,2024/09,2025/06,Normal
L2409003085,2024/09,2025/06,Normal
L2409003858,2024/10,2025/06,Normal
L2409004494,2024/09,2025/06,Normal
L2409004714,2024/09,2025/06,Normal
L2409004852,2024/09,2025/06,Normal
L2409005368,2024/09,2025/06,Normal
L2409006371,2024/09,2025/06,Normal
L2409006622,2024/09,2025/06,Normal
L2409006788,2024/12,2025/06,Normal
L2409006911,2024/09,2025/06,Normal
L2409006939,2024/09,2025/06,Normal
L2409007078,2024/09,2025/06,Normal
L2409008232,2024/09,2025/06,M1
L2409008582,2024/09,2025/06,Normal
L2409008798,2024/09,2025/06,Normal
L2409009203,2024/10,2025/06,Normal
L2409009383,2024/09,2025/06,M0
L2409009514,2024/10,2025/06,Normal
L2409010058,2024/09,2025/06,Normal
L2409010081,2024/10,2025/06,M1
L2409010140,2024/10,2025/06,Normal
L2409010596,2024/10,2025/06,Normal
L2409010744,2024/09,2025/06,M0
L2409013133,2024/10,2025/06,Normal
L2409013139,2024/10,2025/06,Normal
L2409013143,2024/10,2025/06,Normal
L2409013691,2024/10,2025/06,Normal
L2409014271,2024/10,2025/06,Normal
L2409014424,2024/10,2025/06,Normal
L2409014479,2024/10,2025/06,Normal
L2410000164,2024/10,2025/06,M1
L2410000166,2024/10,2025/06,M1
L2410000757,2024/10,2025/06,Normal
L2410000944,2024/10,2025/06,Normal
L2410001219,2024/10,2025/06,Normal
L2410001454,2024/10,2025/06,M0
L2410001970,2024/10,2025/06,Normal
L2410002091,2024/10,2025/06,Normal
L2410002287,2024/10,2025/06,M0
L2410002511,2024/10,2025/06,Normal
L2410002651,2024/10,2025/06,M1
L2410003098,2024/10,2025/06,Normal
L2410003304,2024/10,2025/06,Normal
L2410003355,2024/11,2025/06,Normal
L2410003420,2024/10,2025/06,Normal
L2410004421,2024/10,2025/06,Normal
L2410004622,2024/11,2025/06,Normal
L2410005355,2024/10,2025/06,Normal
L2410005758,2024/10,2025/06,Normal
L2410006128,2024/10,2025/06,Normal
L2410006247,2024/10,2025/06,Normal
L2410006258,2024/10,2025/06,Normal
L2410006336,2024/11,2025/06,Normal
L2410006581,2024/10,2025/06,M0
L2410008123,2024/10,2025/06,Normal
L2410008990,2024/11,2025/06,Normal
L2410009753,2024/11,2025/06,Normal
L2410010102,2024/11,2025/06,Normal
L2410011480,2024/11,2025/06,Normal
L2410012032,2024/11,2025/06,Normal
L2410013010,2024/11,2025/06,Normal
L2410013780,2024/11,2025/06,Normal
L2411000050,2024/11,2025/06,Normal
L2411000155,2024/11,2025/06,Normal
L2411000196,2024/11,2025/06,Normal
L2411000456,2024/11,2025/06,Normal
L2411000485,2024/11,2025/06,Normal
L2411002277,2024/11,2025/06,Normal
L2411002525,2024/11,2025/06,Normal
L2411002731,2024/12,2025/06,Normal
L2411003683,2024/11,2025/06,Normal
L2411003735,2024/12,2025/06,Normal
L2411003783,2024/12,2025/06,Normal
L2411003956,2024/11,2025/06,Normal
L2411004727,2024/11,2025/06,Normal
L2411005620,2025/01,2025/06,Normal
L2411005826,2024/11,2025/06,Normal
L2411006160,2024/11,2025/06,M1
L2411006380,2024/11,2025/06,Normal
L2411007652,2024/11,2025/06,Normal
L2411008042,2024/11,2025/06,Normal
L2411009257,2024/12,2025/06,M1
L2411009452,2024/11,2025/06,Normal
L2411009794,2024/11,2025/06,Normal
L2411010278,2024/12,2025/06,Normal
L2411010402,2024/12,2025/06,Normal
L2411010430,2024/12,2025/06,Normal
L2411010611,2025/01,2025/06,Normal
L2411011877,2024/12,2025/06,Normal
L2411012200,2024/12,2025/06,Normal
L2411012230,2024/12,2025/06,Normal
L2411012446,2024/12,2025/06,Normal
L2411012572,2024/11,2025/06,M0
L2411012633,2024/12,2025/06,Normal
L2411012696,2024/12,2025/06,Normal
L2411013091,2024/12,2025/06,Normal
L2411013571,2024/12,2025/06,Normal
L2411014259,2024/12,2025/06,Normal
L2412000510,2025/01,2025/06,Normal
L2412000972,2024/12,2025/06,Normal
L2412001766,2024/12,2025/06,Normal
L2412001772,2024/12,2025/06,Normal
L2412002528,2024/12,2025/06,Normal
L2412002831,2024/12,2025/06,Normal
L2412002963,2024/12,2025/06,Normal
L2412003688,2024/12,2025/06,M2
L2412004711,2024/12,2025/06,Normal
L2412004728,2024/12,2025/06,M0
L2412004782,2024/12,2025/06,Normal
L2412004876,2024/12,2025/06,Normal
L2412004897,2025/03,2025/06,Normal
L2412004900,2024/12,2025/06,Normal
L2412005117,2024/12,2025/06,Normal
L2412005135,2024/12,2025/06,Normal
L2412005526,2025/01,2025/06,Normal
L2412007057,2024/12,2025/06,Normal
L2412009242,2025/01,2025/06,Normal
L2412009415,2025/01,2025/06,Normal
L2412009458,2025/01,2025/06,Normal
L2412010538,2025/01,2025/06,Normal
L2412011632,2025/01,2025/06,Normal
L2412012413,2025/01,2025/06,Normal
L2412013202,2025/01,2025/06,Normal
L2412015914,2025/02,2025/06,Normal
L2501000903,2025/01,2025/06,Normal
L2501001065,2025/03,2025/06,Normal
L2501001262,2025/01,2025/06,Normal
L2501002577,2025/01,2025/06,Normal
L2501003555,2025/01,2025/06,Normal
L2501003710,2025/01,2025/06,Normal
L2501004321,2025/01,2025/06,Normal
L2501005993,2025/01,2025/06,Normal
L2501006030,2025/01,2025/06,Normal
L2501006314,2025/01,2025/06,Normal
L2501006577,2025/02,2025/06,Normal
L2501006673,2025/01,2025/06,M0
L2501006862,2025/02,2025/06,M1
L2501007754,2025/02,2025/06,Normal
L2501007916,2025/01,2025/06,Normal
L2501008157,2025/02,2025/06,Normal
L2501008411,2025/02,2025/06,Normal
L2501008414,2025/02,2025/06,Normal
L2501008466,2025/02,2025/06,Normal
L2501008774,2025/01,2025/06,Normal
L2501008779,2025/02,2025/06,Normal
L2501008884,2025/01,2025/06,Normal
L2501010252,2025/01,2025/06,Normal
L2501011327,2025/01,2025/06,Normal
L2501012080,2025/01,2025/06,Normal
L2501013368,2025/02,2025/06,Normal
L2501013889,2025/01,2025/06,Normal
L2501013952,2025/02,2025/06,Normal
L2501014066,2025/02,2025/06,Normal
L2501014094,2025/02,2025/06,Normal
L2501014296,2025/02,2025/06,Normal
L2501015140,2025/02,2025/06,M0
L2501015143,2025/02,2025/06,Normal
L2501015591,2025/02,2025/06,Normal
L2502000177,2025/02,2025/06,M0
L2502000671,2025/02,2025/06,Normal
L2502001162,2025/02,2025/06,Normal
L2502001276,2025/03,2025/06,Normal
L2502001640,2025/02,2025/06,Normal
L2502002101,2025/02,2025/06,Normal
L2502002223,2025/02,2025/06,Normal
L2502002619,2025/02,2025/06,Normal
L2502003267,2025/02,2025/06,Normal
L2502003297,2025/02,2025/06,Normal
L2502003469,2025/02,2025/06,Normal
L2502004391,2025/02,2025/06,Normal
L2502004476,2025/04,2025/06,Normal
L2502004617,2025/02,2025/06,Normal
L2502004983,2025/02,2025/06,Normal
L2502005684,2025/02,2025/06,Normal
L2502005820,2025/02,2025/06,Normal
L2502006588,2025/02,2025/06,Normal
L2502006605,2025/02,2025/06,Normal
L2502007095,2025/02,2025/06,Normal
L2502007549,2025/02,2025/06,Normal
L2502007576,2025/02,2025/06,Normal
L2502008584,2025/02,2025/06,M1
L2502009177,2025/02,2025/06,Normal
L2502009729,2025/02,2025/06,Normal
L2502009835,2025/02,2025/06,M0
L2502009999,2025/02,2025/06,Normal
L2502010094,2025/02,2025/06,M0
L2502010568,2025/03,2025/06,Normal
L2502010671,2025/03,2025/06,Normal
L2502010924,2025/02,2025/06,Normal
L2502011205,2025/02,2025/06,Normal
L2502012701,2025/03,2025/06,Normal
L2502012894,2025/03,2025/06,Normal
L2502013303,2025/03,2025/06,Normal
L2502013859,2025/03,2025/06,Normal
L2502014218,2025/03,2025/06,Normal
L2502014325,2025/03,2025/06,Normal
L2502014358,2025/03,2025/06,Normal
L2502014657,2025/03,2025/06,Normal
L2502015410,2025/04,2025/06,Normal
L2503001100,2025/03,2025/06,Normal
L2503001319,2025/03,2025/06,Normal
L2503001334,2025/03,2025/06,Normal
L2503001545,2025/03,2025/06,M1
L2503001688,2025/03,2025/06,Normal
L2503001853,2025/03,2025/06,Normal
L2503001982,2025/03,2025/06,Normal
L2503002235,2025/03,2025/06,Normal
L2503003026,2025/03,2025/06,Normal
L2503003048,2025/03,2025/06,Normal
L2503003127,2025/03,2025/06,Normal
L2503003150,2025/03,2025/06,Normal
L2503003372,2025/03,2025/06,Normal
L2503003617,2025/04,2025/06,Normal
L2503003658,2025/03,2025/06,Normal
L2503003665,2025/03,2025/06,Normal
L2503003699,2025/03,2025/06,Normal
L2503003817,2025/03,2025/06,Normal
L2503003901,2025/03,2025/06,Normal
L2503004207,2025/03,2025/06,Normal
L2503005690,2025/03,2025/06,Normal
L2503005851,2025/03,2025/06,Normal
L2503005872,2025/03,2025/06,Normal
L2503006323,2025/03,2025/06,Normal
L2503006961,2025/03,2025/06,Normal
L2503007528,2025/03,2025/06,Normal
L2503007530,2025/04,2025/06,Normal
L2503007549,2025/03,2025/06,Normal
L2503007734,2025/03,2025/06,Normal
L2503008153,2025/04,2025/06,Normal
L2503009047,2025/03,2025/06,Normal
L2503010063,2025/03,2025/06,Normal
L2503010770,2025/03,2025/06,Normal
L2503010862,2025/04,2025/06,Normal
L2503011102,2025/03,2025/06,Normal
L2503011239,2025/03,2025/06,Normal
L2503011575,2025/04,2025/06,Normal
L2503011618,2025/03,2025/06,M1
L2503011727,2025/03,2025/06,Normal
L2503011978,2025/03,2025/06,Normal
L2503012061,2025/03,2025/06,Normal
L2503012082,2025/03,2025/06,Normal
L2503012171,2025/03,2025/06,Normal
L2503012517,2025/03,2025/06,Normal
L2503012860,2025/04,2025/06,Normal
L2503013600,2025/04,2025/06,Normal
L2503014668,2025/04,2025/06,Normal
L2503014807,2025/04,2025/06,M1
L2503015143,2025/03,2025/06,Normal
L2503015459,2025/04,2025/06,Normal
L2503015580,2025/04,2025/06,Normal
L2503015637,2025/03,2025/06,Normal
L2503016388,2025/04,2025/06,Normal
L2503016878,2025/04,2025/06,Normal
L2503016906,2025/04,2025/06,Normal
L2503016913,2025/04,2025/06,Normal
L2503017216,2025/04,2025/06,Normal
L2503017258,2025/04,2025/06,Normal
L2503017731,2025/04,2025/06,Normal
L2503017947,2025/04,2025/06,Normal
L2503017967,2025/04,2025/06,Normal
L2503017974,2025/04,2025/06,Normal
L2503018547,2025/04,2025/06,Normal
L2503018645,2025/04,2025/06,Normal
L2503019416,2025/04,2025/06,Normal
L2503019698,2025/04,2025/06,Normal
L2503020427,2025/04,2025/06,Normal
L2504000161,2025/04,2025/06,Normal
L2504000467,2025/04,2025/06,Normal
L2504000481,2025/04,2025/06,Normal
L2504000513,2025/04,2025/06,Normal
L2504000612,2025/04,2025/06,Normal
L2504000913,2025/04,2025/06,Normal
L2504001384,2025/04,2025/06,Normal
L2504001696,2025/04,2025/06,Normal
L2504001705,2025/04,2025/06,Normal
L2504001765,2025/05,2025/06,Normal
L2504002174,2025/04,2025/06,Normal
L2504002993,2025/05,2025/06,Normal
L2504003037,2025/04,2025/06,Normal
L2504004441,2025/04,2025/06,Normal
L2504004722,2025/04,2025/06,Normal
L2504004829,2025/04,2025/06,Normal
L2504004885,2025/04,2025/06,Normal
L2504004983,2025/04,2025/06,Normal
L2504005688,2025/04,2025/06,Normal
L2504005703,2025/05,2025/06,Normal
L2504006596,2025/04,2025/06,Normal
L2504007147,2025/04,2025/06,Normal
L2504007368,2025/04,2025/06,M0
L2504007746,2025/04,2025/06,Normal
L2504009875,2025/05,2025/06,Normal
L2504009883,2025/05,2025/06,Normal
L2504010119,2025/05,2025/06,Normal
L2504010127,2025/04,2025/06,Normal
L2504010201,2025/04,2025/06,Normal
L2504010324,2025/04,2025/06,Normal
L2504010560,2025/05,2025/06,Normal
L2504010601,2025/04,2025/06,Normal
L2504010650,2025/05,2025/06,Normal
L2504010813,2025/05,2025/06,Normal
L2504011112,2025/05,2025/06,Normal
L2504011217,2025/05,2025/06,Normal
L2504011273,2025/05,2025/06,Normal
L2504011484,2025/05,2025/06,Normal
L2504011514,2025/04,2025/06,M0
L2504011577,2025/05,2025/06,Normal
L2504011646,2025/04,2025/06,M0
L2504011910,2025/05,2025/06,Normal
L2504011949,2025/05,2025/06,Normal
L2504012125,2025/04,2025/06,Normal
L2504012155,2025/05,2025/06,Normal
L2504012189,2025/05,2025/06,Normal
L2504012392,2025/05,2025/06,Normal
L2504012399,2025/05,2025/06,Normal
L2504012909,2025/06,2025/06,Normal
L2504013044,2025/05,2025/06,Normal
L2504013218,2025/05,2025/06,Normal
L2504013220,2025/05,2025/06,Normal
L2504013411,2025/05,2025/06,Normal
L2504013548,2025/05,2025/06,Normal
L2504014132,2025/05,2025/06,Normal
L2504014155,2025/05,2025/06,Normal
L2504014176,2025/05,2025/06,Normal
L2504014269,2025/05,2025/06,Normal
L2505000493,2025/05,2025/06,Normal
L2505000539,2025/05,2025/06,Normal
L2505000670,2025/05,2025/06,Normal
L2505001380,2025/05,2025/06,Normal
L2505001545,2025/05,2025/06,Normal
